brd	smi	cid	dataset
BRD-A77349281	CCCCCCCCCCCCCCCC(=O)C1C(=O)OC(CO)C1=O	CID:25067890	phase I
BRD-A28412351	COc1cccc2c1O[C@H]3C(=O)CC[C@H]4CN(C)CCC342	CID:25079076	phase I
BRD-K61662457	O=C(NCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc2ccccc2c1	CID:25105715	phase I
BRD-K94287906	O=C(NCc1cccc2ccsc12)c3cccs3	CID:25105719	phase I
BRD-K99605820	O=C(NCc1cccc2ccccc12)c3cccs3	CID:25105722	phase I
BRD-A89494828	COc1cccc(c1)C1c2c(Oc3ncn(-c4ccccc4)c(=N)c13)ccc1ccccc21	CID:25109888	phase I
BRD-A42737819	COc1ccccc1C1c2c(Oc3ncn(-c4ccccc4)c(=N)c13)ccc1ccccc21	CID:25109893	phase I
BRD-A86792397	COc1cccc(C2c3c(Oc4ncn(-c5ccccc5)c(=N)c24)ccc2ccccc32)c1OC	CID:25109896	phase I
BRD-A75301702	N=c1c2C(c3ccccc3)c3c(Oc2ccn1Cc1ccccc1)ccc1ccccc31	CID:25109904	phase I
BRD-A85891951	O=C(Cc1ccccc1)Nc2ncnc3Oc4ccc5ccccc5c4C(c6ccccc6)c23	CID:25109906	phase I
BRD-A82197375	CCOC(=O)CCC(=O)Nc1ncnc2Oc3ccc4ccccc4c3C(c5ccccc5)c12	CID:25109908	phase I
BRD-A08610364	CCOC(=O)CCCC(=O)Nc1ncnc2Oc3ccc4ccccc4c3C(c5ccccc5)c12	CID:25109909	phase I
BRD-A60784279	O=C(Nc1ncnc2Oc3ccc4ccccc4c3C(c5ccccc5)c12)c6ccccc6	CID:25109910	phase I
BRD-A11095214	O=C(N(C(=O)c1ccccc1)c2ncnc3Oc4ccc5ccccc5c4C(c6ccccc6)c23)c7ccccc7	CID:25109911	phase I
BRD-A11512624	CCOC(=O)CC(=O)Nc1ncnc2Oc3ccc4ccccc4c3C(c5ccccc5)c12	CID:25109912	phase I
BRD-K65111630	Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)O[C@@H](CNC2=O)c2ccccc2)cc1	CID:25109985	phase I
BRD-K35010406	ONC(=O)CCCCCC(=O)N/N=C/c1ccc(cc1)c2ccccc2	CID:25118059	phase I
BRD-K04833372	CCc1cc(Nc2nccc(n2)-c2c(nc3ccccn23)-c2ccc(OC)c(c2)C(=O)Nc2c(F)cccc2F)c(OC)cc1N1CCC(CC1)N1CCN(CC1)S(C)(=O)=O	CID:25124816	phase I
BRD-K71266197	Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc2cccc3ccccc23)cc1S(O)(=O)=O	CID:25124826	phase I
BRD-K53972329	N#CC[C@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12	CID:25126798	phase I
BRD-K20697946	CCc1ccc(cc1S(=O)(=O)NCCc1ccc(OC)c(OC)c1)S(=O)(=O)c1ccccc1	CID:25147679	phase I
BRD-K26818574	COc1cc2nc(nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC)N1CCCN(C)CC1	CID:25150857	phase I
BRD-K68997413	FC(F)(F)c1ccc(Oc2cccc(CC3CCN(CC3)C(=O)Nc3cccnc3)c2)nc1	CID:25154867	phase I
BRD-K83213911	O=C(Nc1ccccc1)N2CCC(Cc3cnc4ccccc4c3)CC2	CID:25154868	phase I
BRD-K26257340	Cc1c(cccc1[N+](=O)[O-])C(=O)NNC(=O)c2csc(n2)N3CCOCC3	CID:25161537	phase I
BRD-K97365803	Nc1ccc(cc1)-c1cccc2c1oc(cc2=O)N1CCOCC1	CID:25181195	phase I
BRD-K37160541	[O-][N+](=O)c1c(Br)cccc1\N=c1\ssnc1Cl	CID:25181240	phase I
BRD-K78659596	CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O	CID:25183872	phase I
BRD-K08451418	COc1cc2ncn(-c3cc(OCc4ccc(cc4)S(C)(=O)=O)c(s3)C(N)=O)c2cc1OC	CID:25190912	phase I
BRD-K04853698	C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12	CID:25195294	phase I
BRD-K32330832	Nc1ncnc2n([C@@H]3O[C@H](COCc4ccc(cc4)C#N)[C@@H](O)[C@H]3O)c(NCc3ccc(Cl)c(Cl)c3)nc12	CID:25195348	phase I
BRD-K37885773	NCC1CCN(CC1)c1nccc(n1)-c1ccc2ccccc2c1	CID:25199517	phase I
BRD-K13146765	CSc1nc(nc(n1)c2ccccc2)C(C)C	CID:25199536	phase I
BRD-K23027438	Cc1cnn(CC(=O)c2ccc(O)c(O)c2)c1	CID:25199538	phase I
BRD-K69241845	CN1C(=O)C(NCCc2ccc(F)cc2)=C(C1=O)c1c(C)[nH]c2ccccc12	CID:25209788	phase I
BRD-K57044355	Fc1cccc(F)c1S(=O)(=O)N1CCN(CC1)S(=O)(=O)c1ccc2OCCOc2c1	CID:25210493	phase I
BRD-K06569345	COc1cc(ccc1Nc1nc(N)c(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)C(N)=O	CID:25226117	phase I
BRD-K16621777	C[C@@](O)(COc1ccc(cc1)C#N)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F	CID:25226380	phase I
BRD-K93747373	CNC(=O)c1ccc(Nc2cc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)nc1	CID:25226483	phase I
BRD-K61053657	CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)Nc1cccc2ncccc12	CID:25241666	phase I
BRD-K90736214	O=S(=O)(N1CCN(CC1)S(=O)(=O)c1ccc2OCCOc2c1)c1ccccc1	CID:25243713	phase I
BRD-K50746423	Fc1ccc(cc1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3	CID:25243714	phase I
BRD-K30779094	Cn1ccc2cc(ccc12)S(=O)(=O)N1CCN(CC1)S(=O)(=O)c1c(F)cccc1F	CID:25243719	phase I
BRD-K89786160	Fc1cccc(F)c1S(=O)(=O)N1CCN(CC1)S(=O)(=O)c1ccc2OCCCOc2c1	CID:25243721	phase I
BRD-K00430421	Fc1cccc(F)c1S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3ccc4ccccc4c3	CID:25243723	phase I
BRD-K12579869	C[C@@H]1CN(CCN1S(=O)(=O)c2ccc3OCCOc3c2)S(=O)(=O)c4c(F)cccc4F	CID:25243728	phase I
BRD-K71169984	Fc1cccc(F)c1S(=O)(=O)N2CCN(CC2)C(=O)c3ccc4OCCOc4c3	CID:25243729	phase I
BRD-K99423120	C[C@@H]1CN(CCN1S(=O)(=O)c2c(F)cccc2F)S(=O)(=O)c3ccc4OCCOc4c3	CID:25243730	phase I
BRD-K68826049	C[C@H]1CN(CCN1S(=O)(=O)c2ccc3OCCOc3c2)S(=O)(=O)c4c(F)cccc4F	CID:25243735	phase I
BRD-K46869836	C[C@H]1CN(CCN1S(=O)(=O)c2c(F)cccc2F)S(=O)(=O)c3ccc4OCCOc4c3	CID:25243736	phase I
BRD-K94381355	Fc1cccc(F)c1S(=O)(=O)C2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3	CID:25243744	phase I
BRD-K04279026	O=S(=O)(N1CCN(CC1)S(=O)(=O)c2ccccn2)c3ccc4OCCOc4c3	CID:25243746	phase I
BRD-K69834151	Cc1cc2n(C)c3c(cnn(Cc4ccc(F)cc4F)c3=O)c2s1	CID:25243750	phase I
BRD-K39507792	Fc1cccc(F)c1S(=O)(=O)N2CCC(CC2)NS(=O)(=O)c3ccc4OCCOc4c3	CID:25243774	phase I
BRD-K59024967	Fc1cccc(F)c1S(=O)(=O)N2CCCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3	CID:25243775	phase I
BRD-K69304050	FC(F)(F)c1cccc(c1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3	CID:25243777	phase I
BRD-K95168667	Fc1cccc(F)c1S(=O)(=O)NCC2CN(C2)S(=O)(=O)c3ccc4OCCOc4c3	CID:25243778	phase I
BRD-K40175949	Fc1cccc(F)c1S(=O)(=O)N2CC(CNS(=O)(=O)c3ccc4OCCOc4c3)C2	CID:25243779	phase I
BRD-A81389811	Fc1cccc(F)c1S(=O)(=O)NC2CCN(C2)S(=O)(=O)c3ccc4OCCOc4c3	CID:25243780	phase I
BRD-K90692502	Fc1cccc(F)c1S(=O)(=O)NCCCNS(=O)(=O)c2ccc3OCCOc3c2	CID:25243781	phase I
BRD-K77032321	Fc1cccc(F)c1S(=O)(=O)NCCCCCNS(=O)(=O)c2ccc3OCCOc3c2	CID:25243782	phase I
BRD-K20923001	Fc1cccc(F)c1S(=O)(=O)NCCCCCCNS(=O)(=O)c2ccc3OCCOc3c2	CID:25243783	phase I
BRD-K26906367	Fc1cccc(F)c1S(=O)(=O)NCCNS(=O)(=O)c2ccc3OCCOc3c2	CID:25243784	phase I
BRD-A83993876	Fc1cccc(F)c1S(=O)(=O)N2CCC(C2)NS(=O)(=O)c3ccc4OCCOc4c3	CID:25243785	phase I
BRD-K77762110	Fc1cccc(F)c1S(=O)(=O)NCCCCNS(=O)(=O)c2ccc3OCCOc3c2	CID:25243786	phase I
BRD-K54674709	Cc1cc2n(C)c3c(=O)n(ncc3c2s1)c4ccccc4	CID:25243787	phase I
BRD-K45256078	Cn1c2ccsc2c3ncn(Cc4ccccc4F)c(=O)c13	CID:25243788	phase I
BRD-A02241946	CC(O)c1cc2n(C)c3c(=O)n(Cc4ccccc4F)ncc3c2s1	CID:25243794	phase I
BRD-A89049230	COc1ccc(cc1COc1ccc(NC(C)=O)cc1)C1Nc2cccc(O)c2C(=O)N1Cc1ccccc1	CID:25246343	phase I
BRD-A45498368	CNC(=O)Nc1ccc(cc1)-c1nc(N2CC3CCC(C2)O3)c2cnn(C3CCC4(CC3)OCCO4)c2n1	CID:25260757	phase I
BRD-K69932463	COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C	CID:25262965	phase I
BRD-K11469942	CCC(=O)O[C@@]1([C@H](C)C[C@@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF	CID:25320895	phase I
BRD-K65971331	COc1cccc(CN(C)C(=O)c2ccc(OCc3cn4cccc(C)c4n3)cc2)c1OC	CID:25330436	phase I
BRD-K13077924	COc1cc(\C=C\C)ccc1OCc1cn2cccc(C)c2n1	CID:25405916	phase I
BRD-K53325797	Cc1cccn2cc(COc3ccc(cc3)C#N)nc12	CID:25529404	phase I
BRD-K20032655	O=C(NNC(=O)c1ccccc1)c2csc(n2)c3ccccc3	CID:25668960	phase I
BRD-K34495954	[O-][N+](=O)c1ccccc1S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3	CID:25886838	phase I
BRD-K48654774	COc1ccc(cc1)C(=O)C1CCN(CC1)c1ncnc2sccc12	CID:26043913	phase I
BRD-K73709114	Cc1ccc(cc1)S(=O)(=O)N1CCN(CC1)c1nc(nc2ccccc12)-c1cccs1	CID:26450846	phase I
BRD-K42489623	COc1ccc(cc1)c2csc3ncnc(Sc4nnnn4C)c23	CID:26471808	phase I
BRD-K92310201	C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl	CID:26849680	phase I
BRD-K40758391	C/C(=N\NC(=O)C1CCCC1)/c2ccc(NC(=O)C(F)(F)F)cc2	CID:26871482	phase I
BRD-A23637604	C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C(C[C@]4(C)[C@H]3CC[C@]12C)C=O	CID:27806705	phase I
BRD-K31374463	CC(=O)O[C@H]1[C@H](C[C@H]2[C@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@@H]3CC[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1	CID:28280238	phase I
BRD-K08229828	CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CCO3)[C@@H]12	CID:29922189	phase I
BRD-K71552035	CC(=O)O[C@@]1(CC[C@@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@@H]3CC[C@]12C)C(C)=O	CID:29926609	phase I
BRD-K74741811	CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@H]1CC[C@@]2(O)C#C	CID:29985980	phase I
BRD-K77547920	Cn1nnnc1Sc2ncnc3scc(c4ccc(Br)cc4)c23	CID:31055126	phase I
BRD-K07403598	Nc1ccc2NCN=C(NCCc3ccc(Oc4ccccc4)cc3)c2c1	CID:35026803	phase I
BRD-K88551539	COC(=O)c1ccc(O)c(NC(=O)COc2ccc(cc2)C2C3CC4CC(C3)CC2C4)c1	CID:35028748	phase I
BRD-K56446541	FC(F)(F)c1ccc(Cl)c(NC(=O)COC(=O)CNC(=O)C2CCCCC2)c1	CID:35647030	phase I
BRD-K90177246	OC1C(=O)C(=O)C(O)C(=O)C1=O	CID:36689751	phase I
BRD-K60965159	Cc1ccc(NS(=O)(=O)c2cc3OCC(=O)Nc3cc2Br)cc1C	CID:38888103	phase I
BRD-K05926469	Nc1cccc2C(=O)N(Cc12)[C@@H]1CCC(=O)NC1=O	CID:40461270	phase I
BRD-K84443303	CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl	CID:40469415	phase I
BRD-K45149020	CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C	CID:40469418	phase I
BRD-K38159897	C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C	CID:40469454	phase I
BRD-K54264597	C[C@]12CC[C@@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@H]1CC[C@@]2(O)CCC(O)=O	CID:40469463	phase I
BRD-K82624463	C[C@]12CC(=O)[C@@H]3[C@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	CID:40469477	phase I
BRD-K13027675	C[C@H]1C[C@H]2[C@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12	CID:40469506	phase I
BRD-K34817515	CC1(C)O[C@@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	CID:40469508	phase I
BRD-K30207000	C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O	CID:40469526	phase I
BRD-K00835182	C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	CID:40469540	phase I
BRD-K81774264	C[C@@H]1C[C@@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	CID:40469854	phase I
BRD-K18316707	COc1cc(C)cc(OC)c1[C@@H]1C=C(C)CC[C@H]1C(C)=C	CID:40469923	phase I
BRD-K93367411	OC(=O)[C@@H]1CCCC[C@@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O	CID:40482356	phase I
BRD-K32403583	CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12	CID:40488233	phase I
BRD-K32793530	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@H]1C[C@@H](O)[C@@H]2O	CID:40488277	phase I
BRD-K18739469	CC(=O)N/N=C(\C)/c1ccc(NC(=O)C2CC2)cc1	CID:40532013	phase I
BRD-K90241462	CC(=O)O[C@@]1(CC[C@@H]2[C@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@]12C)C(C)=O	CID:40532410	phase I
BRD-K56411643	COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1C(=O)CCl)c4ccc(cc4)C(=O)OC	CID:40911229	phase I
BRD-K89059493	O=C(C1CCN(CC1)c1ncnc2sccc12)c1ccccc1	CID:41724711	phase I
BRD-K46212057	C[C@@H](c1ncncc1F)[C@@](O)(Cn1cncn1)c1ccc(F)cc1F	CID:42052020	phase I
BRD-K36665199	Fc1ccc(c(F)c1)-n1ncc2[C@H](CCCc12)NC(=O)c1ccccn1	CID:42288155	phase I
BRD-K98439022	Fc1ccc(c(F)c1)-n1ncc2[C@@H](CCCc12)NC(=O)c1ccccn1	CID:42288156	phase I
BRD-K05323277	COc1cc(ccc1Nc2ncc3N(C)C(=O)CCN(C4CCC(O)CC4)c3n2)C(=O)NC5CCN(C)CC5	CID:42601363	phase I
BRD-K56343971	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c1F	CID:42611257	phase I
BRD-K87634564	COc1ccc(Br)c(/C=N/NC(=O)CCCCCC(=O)NO)c1	CID:42618298	phase I
BRD-K02526760	OC[C@H](Cc1ccccc1)Nc1nc(Oc2ccc3CCCc3c2)nc2n(Cc3ccc(cc3)-c3ccccc3)cnc12	CID:42623900	phase I
BRD-K83151319	Oc1ccc(-c2csc(Nc3ccc4OCOc4c3)n2)c(O)c1	CID:42626479	phase I
BRD-K34294489	COc1ccccc1NCc1nc2ccccc2n1C	CID:42628057	phase I
BRD-K46805185	COc1cc(ccc1Nc1ncc2N(C(C)C)C(=O)CCN(C3CCCC3)c2n1)C(=O)NC1CCN(C)CC1	CID:42628535	phase I
BRD-K19056367	Cc1cc(-c2ccc(F)cc2)n2ncc(-c3ccccc3)c2n1	CID:42640807	phase I
BRD-K97936712	Fc1ccc(CC2CCN(CC2)c2ncnc3sccc23)cc1	CID:42640808	phase I
BRD-K33680967	Fc1ccc(cc1)C(=O)C1CCN(CC1)c1ncnc2sccc12	CID:42640809	phase I
BRD-K01089529	Cc1cc(-c2ccncc2)n2ncc(-c3ccccc3)c2n1	CID:42640811	phase I
BRD-K03449891	COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1	CID:42642645	phase I
BRD-A00763758	COc1cc(ccc1O)C(O)C(C)N	CID:43209100	phase I
BRD-A02333338	CC1C2NC[C@@H](C)C[C@H]2O[C@@]31CC[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC4=C3C	CID:44118238	phase I
BRD-K13605477	Cc1cc(NC(=O)CS(=O)(=O)c2cn(Cc3cccc(Cl)c3)c3ccccc23)no1	CID:44129591	phase I
BRD-K58772419	C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1	CID:44137675	phase I
BRD-K53561341	CCN1CCN(CC1)C(=O)Cc1ccc(Nc2ncc(F)c(Nc3ccc(cc3)C(=O)Nc3ccccc3Cl)n2)cc1	CID:44139710	phase I
BRD-K24705176	COc1cc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)c(OC)cc1Cl	CID:44141936	phase I
BRD-K42021584	COc1ccc(CC2CCN(CC2)c2ncnc3sccc23)cc1	CID:44141937	phase I
BRD-K82580504	Clc1ccc(cc1)C(=O)C1CCN(CC1)c1ncnc2sccc12	CID:44141938	phase I
BRD-K63550534	OC(=O)CN1C(=O)N/C(=C\c2cccn2c3ccc(cc3)P(=O)(O)O)/C1=O	CID:44142042	phase I
BRD-K26767475	CN(Cc1ccco1)c2ncnc3ccc(cc23)c4ccc5n(C)ccc5c4	CID:44142043	phase I
BRD-K07101857	Cc1cccc(CNc2ncnc3ccc(cc23)c4ccccc4Cl)c1	CID:44142044	phase I
BRD-K76933066	COc1cccc(c1)c2ccc3ncnc(NCc4cccc(C)c4)c3c2	CID:44142045	phase I
BRD-K00028814	Cc1cccc(CNc2ncnc3ccc(cc23)c4ccc5OCCOc5c4)c1	CID:44142046	phase I
BRD-K41797142	Clc1ccccc1c2ccc3ncnc(NCc4cccs4)c3c2	CID:44142047	phase I
BRD-K58318000	Clc1cccc(c1)c2ccc3ncnc(NCc4cccs4)c3c2	CID:44142048	phase I
BRD-K92932331	C(Nc1ncnc2ccc(cc12)c3cccnc3)c4cccs4	CID:44142049	phase I
BRD-K70977695	Cc1cccc(c1)c2ccc3ncnc(NCc4cccs4)c3c2	CID:44142050	phase I
BRD-K49630153	Cn1ccc2cc(ccc12)c3ccc4ncnc(NCc5cccs5)c4c3	CID:44142051	phase I
BRD-K51140856	C(Nc1ncnc2ccc(cc12)c3ccc4OCCOc4c3)c5cccs5	CID:44142052	phase I
BRD-K46645809	C(Nc1ncnc2ccc(cc12)c3ccc4OCCOc4c3)c5ccc6OCOc6c5	CID:44142053	phase I
BRD-K50532160	C(Nc1ncnc2ccc(cc12)c3ccc4OCCOc4c3)c5cccnc5	CID:44142054	phase I
BRD-K92458042	Fc1cccc(CNc2ncnc3ccc(cc23)c4ccc5OCOc5c4)c1	CID:44142055	phase I
BRD-K82140622	Clc1cccc(c1)c2ccc3ncnc(NCc4cccnc4)c3c2	CID:44142056	phase I
BRD-K63181962	Cc1cccc(c1)c2ccc3ncnc(NCc4cccnc4)c3c2	CID:44142057	phase I
BRD-K81751891	C(Nc1ncnc2ccc(cc12)c3ccc4OCOc4c3)c5cccnc5	CID:44142058	phase I
BRD-K88269385	Clc1ccccc1c2ccc3ncnc(NCc4ccc5OCOc5c4)c3c2	CID:44142059	phase I
BRD-K56024573	COc1cccc(c1)c2ccc3ncnc(NCc4ccc5OCOc5c4)c3c2	CID:44142060	phase I
BRD-K80126354	C(Nc1ncnc2ccc(cc12)c3cccnc3)c4ccc5OCOc5c4	CID:44142061	phase I
BRD-K30443205	C(Nc1ncnc2ccc(cc12)c3ccoc3)c4ccc5OCOc5c4	CID:44142062	phase I
BRD-K13842623	Cc1csc(CNc2ncnc3ccc(cc23)c4ccccc4Cl)c1	CID:44142063	phase I
BRD-K27440500	Cc1csc(CNc2ncnc3ccc(cc23)c4cccc(Cl)c4)c1	CID:44142064	phase I
BRD-K93975822	COc1cccc(c1)c2ccc3ncnc(NCc4cc(C)cs4)c3c2	CID:44142065	phase I
BRD-K15054362	Cc1csc(CNc2ncnc3ccc(cc23)c4cccnc4)c1	CID:44142066	phase I
BRD-K70503895	Cc1csc(CNc2ncnc3ccc(cc23)c4ccc5OCOc5c4)c1	CID:44142067	phase I
BRD-K70646792	Cc1csc(CNc2ncnc3ccc(cc23)c4ccc5OCCOc5c4)c1	CID:44142068	phase I
BRD-K57037351	Cc1csc(CNc2ncnc3ccc(cc23)c4ccoc4)c1	CID:44142069	phase I
BRD-K45763312	CN1CCN(CC1)C2CCN(Cc3ccc(O)c4ncccc34)CC2	CID:44142070	phase I
BRD-K08857385	CC(=O)Nc1oc(nc1C#N)c2cccc3ccccc23	CID:44142073	phase I
BRD-K86565213	C=CCNc1oc(nc1C#N)C2CCCC2	CID:44142074	phase I
BRD-K00541156	Cc1ccc(CSc2nnc(o2)c3cccc4ccccc34)cc1	CID:44142075	phase I
BRD-K68158690	Nc1oc(nc1C#N)c2cccc3ccccc23	CID:44142076	phase I
BRD-A21812217	ON1C(Nc2ccccc2C1=O)c3ccc(o3)c4ccc(C#N)cc4	CID:44142077	phase I
BRD-A56831909	ON1C(Nc2ccccc2C1=O)c3ccc(o3)c4ccccc4F	CID:44142078	phase I
BRD-A68820570	ON1C(Nc2ccccc2C1=O)c3ccc(o3)c4cccs4	CID:44142079	phase I
BRD-A99911370	ON1C(Nc2ccccc2C1=O)c3ccc(o3)c4cccc(F)c4	CID:44142080	phase I
BRD-A61825514	ON1C(Nc2ccccc2C1=O)c3ccc(o3)c4ccc(cc4)C(F)(F)F	CID:44142081	phase I
BRD-K95080525	CN(C)c1ccc(cc1)C(=O)OCC#CCSc2nnc(o2)c3cccc4ccccc34	CID:44142082	phase I
BRD-K81300454	COc1ccccc1C(=O)OCC#CCSc2nnc(o2)c3cccc4ccccc34	CID:44142083	phase I
BRD-K40577058	O=C(OCC#CCSc1nnc(o1)c2cccc3ccccc23)c4ccc5ccccc5c4	CID:44142084	phase I
BRD-K88511582	O=C(OCC#CCSc1nnc(o1)c2cccc3ccccc23)c4c[nH]cn4	CID:44142085	phase I
BRD-K35790918	O=C(OCC#CCSc1nnc(o1)c2cccc3ccccc23)c4cccc5[nH]ccc45	CID:44142086	phase I
BRD-K95037415	COc1ccc(cc1OC2CCCC2)C3=Nn4c(nnc4SC3)c5ccccc5OC	CID:44142087	phase I
BRD-K96704648	COc1ccc(cc1OC2CCCC2)C3=Nn4c(nnc4SC3)c5ccccc5Cl	CID:44142088	phase I
BRD-K57238941	COc1ccc(OC)c(c1)c2nnc3SCC(=Nn23)c4ccc(OC)c(OC5CCCC5)c4	CID:44142090	phase I
BRD-K49712247	COc1ccc(cc1OCC2CC2)C3=Nn4c(nnc4SC3)c5ccccc5OC	CID:44142091	phase I
BRD-K18861610	COc1ccc(cc1OCC2CC2)C3=Nn4c(nnc4SC3)c5ccccc5F	CID:44142092	phase I
BRD-K65242613	COc1ccc(cc1OCC2CC2)C3=Nn4c(nnc4SC3)c5ccccc5Cl	CID:44142093	phase I
BRD-K97534490	COc1ccc(OC)c(c1)c2nnc3SCC(=Nn23)c4ccc(OC)c(OCC5CC5)c4	CID:44142094	phase I
BRD-K96456313	COc1ccccc1c2nnc3SCC(=Nn23)c4ccc(OC(F)F)c(OCC5CC5)c4	CID:44142095	phase I
BRD-K39318886	FC(F)Oc1ccc(cc1OCC2CC2)C3=Nn4c(nnc4SC3)c5ccccc5Cl	CID:44142096	phase I
BRD-K39866321	FC(F)Oc1ccc(cc1OCC2CC2)C3=Nn4c(nnc4SC3)c5ccccc5F	CID:44142097	phase I
BRD-K55127335	COc1ccc(OC)c(c1)c2nnc3SCC(=Nn23)c4ccc(OC(F)F)c(OCC5CC5)c4	CID:44142098	phase I
BRD-A93975555	COc1ccc(cc1OC2CCOC2)C3=Nn4c(nnc4SC3)c5ccccc5OC	CID:44142099	phase I
BRD-A38936397	COc1ccc(cc1OC2CCOC2)C3=Nn4c(nnc4SC3)c5ccccc5Cl	CID:44142100	phase I
BRD-A43640821	COc1ccc(cc1OC2CCOC2)C3=Nn4c(nnc4SC3)c5ccccc5F	CID:44142101	phase I
BRD-A01999384	COc1ccc(cc1OC2CCOC2)C3=Nn4c(nnc4SC3)c5ccccc5C(F)(F)F	CID:44142102	phase I
BRD-A16820783	COc1ccc(OC)c(c1)c2nnc3SCC(=Nn23)c4ccc(OC)c(OC5CCOC5)c4	CID:44142103	phase I
BRD-K41059137	Clc1cccc(c1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3	CID:44142104	phase I
BRD-K60729220	Brc1cccc(c1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3	CID:44142105	phase I
